u1	f1	u2	f2	u3	f3
23.183	994.353	23.183	1133.577	23.183	1210.910
23.223	1000.203	23.223	1140.697	23.223	1218.354
23.263	1005.911	23.263	1148.677	23.263	1225.222
23.303	1011.514	23.303	1156.312	23.303	1232.921
23.343	1016.630	23.343	1163.140	23.343	1239.392
23.383	1022.515	23.383	1170.087	23.383	1245.008
23.423	1027.962	23.423	1176.111	23.423	1250.490
23.463	1032.755	23.463	1181.705	23.463	1255.945
23.504	1038.441	23.504	1186.744	23.504	1261.224
23.544	1042.875	23.544	1192.603	23.544	1266.175
23.584	1048.134	23.584	1198.124	23.584	1271.251
23.624	1053.575	23.624	1203.065	23.624	1274.922
23.664	1058.480	23.664	1207.482	23.664	1278.643
23.704	1062.837	23.704	1211.805	23.704	1282.220
23.744	1066.250	23.744	1215.342	23.744	1285.351
23.784	1069.000	23.784	1217.611	23.784	1288.480
23.824	1072.081	23.824	1219.068	23.824	1290.813
23.864	1074.614	23.864	1219.692	23.864	1293.685
23.904	1076.264	23.904	1219.678	23.904	1295.705
23.944	1077.070	23.944	1219.122	23.944	1299.037
23.984	1077.014	23.984	1218.442	23.984	1301.908
24.024	1077.279	24.024	1217.607	24.024	1305.297
24.064	1076.434	24.064	1216.829	24.064	1308.485
24.104	1076.500	24.104	1216.407	24.104	1312.353
24.144	1074.877	24.144	1214.944	24.144	1316.649
24.184	1073.056	24.184	1213.824	24.184	1320.575
24.224	1071.160	24.224	1212.344	24.224	1324.672
24.264	1069.346	24.264	1211.531	24.264	1329.064
24.304	1067.161	24.304	1210.816	24.304	1332.345
24.344	1065.065	24.344	1209.432	24.344	1335.894
24.384	1062.080	24.384	1208.730	24.384	1339.205
24.424	1059.154	24.424	1206.539	24.424	1342.025
24.464	1055.667	24.464	1205.119	24.464	1344.353
24.505	1052.087	24.505	1203.622	24.505	1346.360
24.545	1045.562	24.545	1201.938	24.545	1347.976
24.585	1037.859	24.585	1200.149	24.585	1348.386
24.625	1030.447	24.625	1197.643	24.625	1348.696
24.665	1023.236	24.665	1195.629	24.665	1348.604
24.705	1016.118	24.705	1193.244	24.705	1347.328
24.745	1009.211	24.745	1191.715	24.745	1346.226
24.785	1002.414	24.785	1189.246	24.785	1344.331
24.825	995.204	24.825	1186.426	24.825	1341.443
24.865	988.575	24.865	1184.228	24.865	1338.554
24.905	981.977	24.905	1182.030	24.905	1334.562
24.945	974.890	24.945	1179.827	24.945	1330.839
24.985	967.676	24.985	1176.429	24.985	1326.356
25.025	960.847	25.025	1171.745	25.025	1321.469
25.065	954.262	25.065	1166.369	25.065	1315.959
25.105	947.055	25.105	1158.457	25.105	1310.244
25.145	940.647	25.145	1151.639	25.145	1303.147
25.185	935.038	25.185	1144.850	25.185	1294.083
25.225	928.628	25.225	1139.234	25.225	1282.682
25.265	923.220	25.265	1134.119	25.265	1270.145
25.305	918.713	25.305	1130.608	25.305	1257.429
25.345	914.607	25.345	1127.512	25.345	1247.736
25.385	910.204	25.385	1124.508	25.385	1238.924
25.425	906.699	25.425	1122.299	25.425	1232.710
25.465	902.897	25.465	1120.498	25.465	1227.092
25.506	900.398	25.506	1120.000	25.506	1222.199
25.546	899.603	25.546	1121.002	25.546	1218.294
25.586	899.902	25.586	1123.111	25.586	1213.781
25.626	900.204	25.626	1125.314	25.626	1210.083
25.666	901.009	25.666	1128.019	25.666	1207.590
25.706	902.106	25.706	1130.729	25.706	1205.491
25.746	903.010	25.746	1134.221	25.746	1203.686
25.786	904.422	25.786	1136.823	25.786	1202.687
25.826	906.318	25.826	1138.923	25.826	1201.387
25.866	908.325	25.866	1141.740	25.866	1199.591
25.906	910.432	25.906	1145.135	25.906	1198.700
25.946	912.939	25.946	1148.049	25.946	1198.286
25.986	916.048	25.986	1150.829	25.986	1197.278
26.026	919.349	26.026	1153.045	26.026	1195.168
26.066	922.658	26.066	1156.037	26.066	1193.393
26.106	926.782	26.106	1158.339	26.106	1193.235
26.146	931.376	26.146	1160.629	26.146	1195.442
26.186	936.012	26.186	1162.328	26.186	1198.569
26.226	941.325	26.226	1163.500	26.226	1202.491
26.266	947.548	26.266	1164.139	26.266	1207.500
26.306	953.757	26.306	1165.323	26.306	1212.621
26.346	960.530	26.346	1166.357	26.346	1218.085
26.386	966.069	26.386	1168.515	26.386	1222.813
26.426	973.306	26.426	1169.331	26.426	1227.907
26.466	981.304	26.466	1170.434	26.466	1232.321
26.507	988.901	26.507	1171.866	26.507	1237.106
26.547	996.220	26.547	1174.146	26.547	1242.131
26.587	1003.198	26.587	1176.253	26.587	1246.518
26.627	1009.975	26.627	1178.610	26.627	1250.913
26.667	1015.893	26.667	1182.452	26.667	1255.876
26.707	1022.206	26.707	1187.031	26.707	1261.596
26.747	1028.386	26.747	1190.868	26.747	1268.535
26.787	1034.242	26.787	1196.381	26.787	1275.493
26.827	1041.277	26.827	1202.333	26.827	1281.707
26.867	1049.118	26.867	1208.864	26.867	1288.264
26.907	1057.620	26.907	1215.779	26.907	1295.040
26.947	1066.221	26.947	1223.376	26.947	1301.353
26.987	1074.713	26.987	1231.033	26.987	1308.684
27.027	1082.621	27.027	1239.101	27.027	1317.132
27.067	1090.621	27.067	1246.740	27.067	1325.682
27.107	1098.087	27.107	1254.797	27.107	1334.646
27.147	1105.020	27.147	1262.081	27.147	1343.381
27.187	1112.130	27.187	1269.004	27.187	1352.691
27.227	1118.243	27.227	1275.945	27.227	1361.364
27.267	1125.286	27.267	1281.565	27.267	1369.771
27.307	1132.340	27.307	1287.045	27.307	1378.191
27.347	1139.628	27.347	1292.482	27.347	1386.080
27.387	1146.656	27.387	1298.607	27.387	1393.786
27.427	1154.169	27.427	1304.143	27.427	1401.247
27.467	1161.138	27.467	1310.193	27.467	1408.556
27.508	1168.697	27.508	1317.016	27.508	1415.837
27.548	1175.662	27.548	1322.699	27.548	1422.331
27.588	1182.301	27.588	1328.583	27.588	1428.424
27.628	1189.908	27.628	1334.379	27.628	1434.631
27.668	1196.737	27.668	1340.483	27.668	1440.682
27.708	1203.212	27.708	1346.302	27.708	1445.854
27.748	1210.419	27.748	1353.171	27.748	1450.303
27.788	1217.367	27.788	1360.071	27.788	1455.022
27.828	1223.958	27.828	1367.861	27.828	1460.054
27.868	1231.255	27.868	1375.516	27.868	1464.046
27.908	1238.086	27.908	1383.794	27.908	1468.253
27.948	1244.505	27.948	1391.304	27.948	1471.846
27.988	1250.272	27.988	1399.531	27.988	1476.059
28.028	1256.819	28.028	1408.152	28.028	1480.088
28.068	1262.838	28.068	1416.574	28.068	1484.326
28.108	1268.423	28.108	1425.564	28.108	1488.036
28.148	1273.737	28.148	1435.087	28.148	1491.775
28.188	1280.129	28.188	1444.210	28.188	1495.094
28.228	1285.693	28.228	1453.344	28.228	1497.932
28.268	1290.683	28.268	1462.926	28.268	1501.449
28.308	1296.304	28.308	1471.782	28.308	1504.711
28.348	1301.725	28.348	1480.260	28.348	1507.528
28.388	1307.030	28.388	1489.168	28.388	1510.059
28.428	1312.933	28.428	1498.066	28.428	1512.047
28.468	1319.164	28.468	1507.014	28.468	1514.107
28.509	1325.850	28.509	1515.384	28.509	1515.608
28.549	1332.069	28.549	1524.045	28.549	1517.122
28.589	1337.991	28.589	1532.070	28.589	1519.317
28.629	1344.365	28.629	1540.213	28.629	1521.661
28.669	1351.169	28.669	1548.154	28.669	1523.976
28.709	1359.425	28.709	1555.612	28.709	1527.241
28.749	1368.049	28.749	1562.336	28.749	1529.829
28.789	1376.058	28.789	1569.293	28.789	1532.854
28.829	1384.982	28.829	1575.712	28.829	1536.056
28.869	1392.424	28.869	1581.339	28.869	1539.002
28.909	1400.346	28.909	1587.631	28.909	1541.557
28.949	1407.888	28.949	1592.779	28.949	1544.172
28.989	1416.232	28.989	1597.721	28.989	1546.092
29.029	1423.596	29.029	1601.299	29.029	1548.894
29.069	1430.712	29.069	1605.094	29.069	1551.269
29.109	1438.009	29.109	1607.785	29.109	1554.036
29.149	1444.831	29.149	1609.968	29.149	1556.743
29.189	1451.265	29.189	1611.337	29.189	1559.340
29.229	1457.306	29.229	1611.600	29.229	1561.819
29.269	1463.020	29.269	1611.342	29.269	1563.935
29.309	1467.810	29.309	1610.763	29.309	1565.336
29.349	1472.252	29.349	1609.483	29.349	1566.954
29.389	1476.837	29.389	1607.361	29.389	1568.140
29.429	1479.761	29.429	1605.098	29.429	1569.320
29.469	1482.763	29.469	1601.694	29.469	1569.500
29.510	1485.041	29.510	1596.759	29.510	1570.040
29.550	1486.003	29.550	1591.189	29.550	1569.059
29.590	1487.121	29.590	1585.267	29.590	1568.700
29.630	1487.100	29.630	1578.648	29.630	1568.255
29.670	1486.979	29.670	1572.135	29.670	1567.442
29.710	1486.864	29.710	1564.523	29.710	1567.958
29.750	1486.992	29.750	1557.543	29.750	1567.357
29.790	1486.034	29.790	1549.514	29.790	1567.156
29.830	1485.367	29.830	1542.625	29.830	1566.713
29.870	1483.900	29.870	1535.128	29.870	1566.722
29.910	1481.341	29.910	1527.923	29.910	1566.555
29.950	1478.338	29.950	1521.849	29.950	1566.491
29.990	1475.234	29.990	1515.438	29.990	1567.267
30.030	1471.385	30.030	1510.137	30.030	1567.914
30.070	1467.265	30.070	1506.450	30.070	1568.838
30.110	1462.631	30.110	1503.325	30.110	1569.915
30.150	1457.590	30.150	1500.128	30.150	1571.333
30.190	1452.004	30.190	1497.417	30.190	1573.359
30.230	1447.227	30.230	1495.086	30.230	1575.785
30.270	1441.469	30.270	1492.115	30.270	1578.688
30.310	1436.113	30.310	1488.707	30.310	1581.533
30.350	1430.536	30.350	1485.953	30.350	1585.487
30.390	1424.279	30.390	1483.076	30.390	1589.349
30.430	1418.670	30.430	1479.773	30.430	1593.051
30.470	1413.064	30.470	1477.445	30.470	1596.178
30.511	1407.538	30.511	1474.893	30.511	1599.578
30.551	1402.987	30.551	1472.468	30.551	1603.389
30.591	1398.605	30.591	1470.268	30.591	1606.935
30.631	1394.405	30.631	1468.596	30.631	1611.059
30.671	1391.327	30.671	1467.521	30.671	1614.268
30.711	1387.997	30.711	1466.588	30.711	1617.671
30.751	1384.274	30.751	1465.579	30.751	1621.404
30.791	1381.095	30.791	1466.047	30.791	1625.229
30.831	1378.221	30.831	1466.436	30.831	1628.775
30.871	1375.037	30.871	1467.391	30.871	1631.851
30.911	1371.952	30.911	1468.137	30.911	1635.049
30.951	1369.255	30.951	1469.476	30.951	1639.536
30.991	1366.310	30.991	1471.252	30.991	1642.797
31.031	1363.207	31.031	1473.835	31.031	1646.135
31.071	1360.431	31.071	1477.310	31.071	1649.593
31.111	1358.257	31.111	1481.225	31.111	1652.709
31.151	1355.499	31.151	1485.504	31.151	1655.583
31.191	1352.754	31.191	1490.356	31.191	1658.505
31.231	1350.609	31.231	1497.486	31.231	1661.244
31.271	1347.790	31.271	1503.876	31.271	1663.546
31.311	1345.435	31.311	1510.594	31.311	1665.850
31.351	1343.933	31.351	1518.261	31.351	1668.665
31.391	1341.772	31.391	1526.337	31.391	1672.442
31.431	1339.890	31.431	1534.038	31.431	1675.904
31.471	1338.449	31.471	1542.448	31.471	1679.700
31.512	1337.087	31.512	1552.920	31.512	1683.733
31.552	1336.262	31.552	1563.875	31.552	1688.487
31.592	1336.231	31.592	1575.134	31.592	1693.461
31.632	1336.293	31.632	1586.983	31.632	1698.854
31.672	1337.350	31.672	1596.899	31.672	1702.833
31.712	1339.211	31.712	1607.020	31.712	1706.522
31.752	1342.960	31.752	1615.396	31.752	1711.850
31.792	1347.988	31.792	1623.019	31.792	1722.769
31.832	1354.226	31.832	1630.393	31.832	1736.062
31.872	1360.761	31.872	1636.874	31.872	1748.935
31.912	1367.666	31.912	1649.085	31.912	1762.052
31.952	1375.108	31.952	1667.812	31.952	1776.129
31.992	1382.316	31.992	1685.835	31.992	1791.099
32.032	1389.463	32.032	1702.678	32.032	1806.152
32.072	1396.950	32.072	1718.569	32.072	1820.935
32.112	1405.572	32.112	1733.516	32.112	1835.251
32.152	1414.848	32.152	1748.131	32.152	1851.437
32.192	1422.940	32.192	1759.634	32.192	1868.910
32.232	1431.267	32.232	1773.506	32.232	1888.331
32.272	1440.882	32.272	1791.158	32.272	1908.133
32.312	1450.789	32.312	1809.311	32.312	1928.222
32.352	1460.749	32.352	1827.617	32.352	1948.298
32.392	1471.922	32.392	1845.912	32.392	1968.846
32.432	1484.584	32.432	1864.035	32.432	1989.998
32.472	1498.704	32.472	1881.677	32.472	2011.361
32.513	1513.531	32.513	1899.280	32.513	2032.152
32.553	1529.010	32.553	1916.968	32.553	2053.297
32.593	1543.690	32.593	1934.665	32.593	2073.922
32.633	1558.797	32.633	1951.874	32.633	2093.238
32.673	1572.747	32.673	1968.733	32.673	2113.064
32.713	1587.839	32.713	1985.265	32.713	2131.906
32.753	1602.640	32.753	2002.825	32.753	2151.729
32.793	1618.223	32.793	2020.127	32.793	2170.890
32.833	1635.436	32.833	2037.496	32.833	2188.983
32.873	1653.158	32.873	2054.813	32.873	2207.795
32.913	1670.885	32.913	2071.993	32.913	2226.318
32.953	1686.599	32.953	2089.035	32.953	2244.761
32.993	1698.683	32.993	2106.060	32.993	2262.934
33.033	1708.332	33.033	2123.582	33.033	2281.539
33.073	1714.525	33.073	2140.915	33.073	2298.853
33.113	1730.478	33.113	2158.424	33.113	2316.175
33.153	1762.193	33.153	2174.829	33.153	2333.244
33.193	1790.892	33.193	2192.008	33.193	2351.308
33.233	1815.232	33.233	2209.668	33.233	2369.380
33.273	1838.477	33.273	2227.622	33.273	2388.237
33.313	1860.724	33.313	2245.512	33.313	2406.672
33.353	1882.324	33.353	2263.959	33.353	2426.230
33.393	1904.605	33.393	2282.797	33.393	2445.717
33.433	1926.587	33.433	2302.277	33.433	2465.277
33.473	1947.868	33.473	2322.677	33.473	2486.026
33.514	1969.009	33.514	2343.379	33.514	2506.827
33.554	1990.170	33.554	2363.858	33.554	2528.403
33.594	2010.628	33.594	2385.952	33.594	2550.307
33.634	2030.225	33.634	2409.868	33.634	2572.614
33.674	2050.027	33.674	2434.298	33.674	2595.163
33.714	2069.806	33.714	2458.338	33.714	2618.441
33.754	2088.617	33.754	2482.762	33.754	2641.236
33.794	2108.187	33.794	2505.959	33.794	2664.503
33.834	2127.423	33.834	2530.984	33.834	2688.400
33.874	2147.258	33.874	2556.520	33.874	2712.443
33.914	2166.377	33.914	2583.064	33.914	2736.416
33.954	2186.147	33.954	2609.431	33.954	2760.883
33.994	2206.467	33.994	2635.872	33.994	2785.624
34.034	2226.993	34.034	2662.801	34.034	2810.783
34.074	2247.530	34.074	2691.932	34.074	2836.812
34.114	2267.634	34.114	2720.600	34.114	2863.113
34.154	2288.360	34.154	2749.415	34.154	2888.952
34.194	2310.094	34.194	2778.808	34.194	2914.836
34.234	2331.924	34.234	2808.970	34.234	2941.042
34.274	2354.103	34.274	2838.849	34.274	2967.691
34.314	2377.092	34.314	2868.335	34.314	2994.174
34.354	2400.616	34.354	2898.340	34.354	3021.098
34.394	2424.395	34.394	2928.926	34.394	3048.496
34.434	2448.654	34.434	2960.603	34.434	3076.888
34.474	2472.797	34.474	2992.859	34.474	3105.082
34.515	2497.939	34.515	3026.530	34.515	3134.290
34.555	2522.755	34.555	3061.182	34.555	3163.975
34.595	2548.568	34.595	3095.591	34.595	3194.985
34.635	2575.949	34.635	3131.711	34.635	3226.680
34.675	2603.732	34.675	3168.211	34.675	3258.159
34.715	2631.660	34.715	3206.656	34.715	3291.725
34.755	2659.688	34.755	3244.287	34.755	3324.828
34.795	2688.103	34.795	3282.637	34.795	3358.268
34.835	2716.432	34.835	3320.663	34.835	3391.714
34.875	2745.502	34.875	3359.133	34.875	3426.102
34.915	2774.931	34.915	3398.710	34.915	3460.997
34.955	2804.494	34.955	3438.272	34.955	3496.515
34.995	2835.429	34.995	3477.447	34.995	3532.336
35.035	2865.711	35.035	3516.546	35.035	3569.308
